"Through a combination of regularly scheduled technical systems audits of non-EPA laboratories processing state PM2.5 monitoring data and additional assessments of data quality, EPA has identified data quality issues that affect Florida, Illinois, most of Tennessee and parts of Kentucky. EPA has made a preliminary determination that this data should not be used for regulatory purposes. Until a final determination has been made, EPA has moved the data in the Air Quality System database for the PM2.5 sites in question from parameter code 88101 (PM2.5 at local conditions; used for regulatory data) to parameter code 88501 (PM2.5 raw data). This change will clarify to data users that data from these sites should not be compared to the PM2.5 National Ambient Air Quality Standards until EPA has made a final validity determination. This data is not included in the PM2.5 trends assessment or this summary table.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Air Quality Trends by City 2000-2020,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  The values shown are the composite averages among the trend sites in each area.  Data from exceptional events are included.  These trends are based on sites having an adequate record of monitoring data during the trend period.  Based on data from AQS as of May 5, 2021.  ",,,,,,,,,,,,,,,,,,,,,,,,,
CBSA,Core Based Statistical Area,Pollutant,Trend Statistic,Number of Trends Sites,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
28140,,PM2.5,98th Percentile,4,25.0,28.0,30.0,29.0,25.0,32.0,23.0,25.0,20.0,24.0,23.0,23.0,19.0,19.0,21.0,19.0,16.0,18.0,20.0,18.0,18.0
28140,,SO2,99th Percentile,2,57.0,30.0,58.0,77.0,97.0,96.0,112.0,102.0,110.0,109.0,109.0,105.0,109.0,105.0,90.0,90.0,10.0,12.0,6.0,6.0,6.0
28300,"Keene, NH",O3,4th Max,1,0.063,0.074,0.084,0.071,0.069,0.074,0.067,0.073,0.068,0.062,0.064,0.062,0.063,0.063,0.06,0.05899999999999998,0.066,0.064,0.061,0.053000000000000005,0.05
28300,,PM2.5,Weighted Annual Mean,1,11.6,11.6,11.8,12.0,10.9,12.0,11.7,10.8,10.5,10.4,8.4,10.2,8.8,8.3,9.4,8.7,5.7,5.0,5.3,4.8,6.2
28300,,PM2.5,98th Percentile,1,30.0,30.0,33.0,34.0,30.0,29.0,32.0,26.0,29.0,31.0,23.0,32.0,26.0,28.0,27.0,23.0,19.0,17.0,17.0,14.0,18.0
28700,"Kingsport-Bristol-Bristol, TN-VA",O3,4th Max,2,0.095,0.08599999999999998,0.09299999999999999,0.08100000000000002,0.075,0.08200000000000002,0.08200000000000002,0.08799999999999998,0.074,0.067,0.072,0.073,0.076,0.063,0.063,0.066,0.068,0.065,0.065,0.064,0.05600000000000001
28700,,PM2.5,Weighted Annual Mean,1,16.6,15.1,14.1,13.8,13.8,14.3,13.5,13.9,10.6,9.2,10.8,9.8,8.8,8.5,8.6,7.4,8.0,7.2,6.7,6.4,6.0
28700,,PM2.5,98th Percentile,1,41.0,34.0,33.0,30.0,30.0,31.0,31.0,28.0,26.0,20.0,21.0,22.0,17.0,16.0,15.0,13.0,25.0,16.0,14.0,13.0,14.0
28820,"Kinston, NC",O3,4th Max,1,0.08100000000000002,0.077,0.085,0.08200000000000002,0.069,0.08100000000000002,0.071,0.077,0.074,0.064,0.069,0.069,0.069,0.063,0.065,0.062,0.063,0.062,0.064,0.062,0.05600000000000001
28900,"Klamath Falls, OR",PM2.5,Weighted Annual Mean,1,9.6,8.9,17.1,10.0,11.3,11.7,11.1,10.8,13.0,11.8,9.8,11.0,10.7,13.0,8.8,10.3,6.8,11.7,18.6,10.5,19.8
28900,,PM2.5,98th Percentile,1,37.0,35.0,93.0,31.0,42.0,49.0,48.0,40.0,52.0,48.0,35.0,37.0,34.0,50.0,30.0,44.0,23.0,55.0,146.0,34.0,88.0
28940,"Knoxville, TN",O3,4th Max,4,0.096,0.087,0.099,0.08599999999999998,0.075,0.084,0.08200000000000002,0.087,0.08,0.067,0.075,0.075,0.075,0.061,0.062,0.066,0.068,0.064,0.065,0.063,0.055
29060,"Laconia, NH",O3,4th Max,1,0.078,0.078,0.08,0.076,0.07000000000000002,0.073,0.067,0.075,0.07000000000000002,0.062,0.064,0.061,0.065,0.06,0.061,0.055,0.06,0.063,0.05600000000000001,0.052,0.053000000000000005
29060,,PM2.5,Weighted Annual Mean,1,7.2,7.2,7.2,7.3,7.0,7.5,7.4,6.8,6.1,6.0,5.4,6.0,6.6,5.2,4.5,5.1,4.4,4.6,4.5,3.6,4.1
29060,,PM2.5,98th Percentile,1,29.0,29.0,29.0,19.0,22.0,19.0,23.0,18.0,12.0,18.0,18.0,16.0,16.0,12.0,10.0,12.0,9.0,10.0,11.0,15.0,10.0
29200,"Lafayette-West Lafayette, IN",O3,4th Max,1,0.079,0.079,0.096,0.079,0.071,0.075,0.073,0.078,0.065,0.063,0.072,0.068,0.075,0.065,0.064,0.064,0.066,0.061,0.066,0.061,0.062
29340,"Lake Charles, LA",O3,4th Max,2,0.08599999999999998,0.079,0.074,0.084,0.078,0.085,0.078,0.076,0.071,0.077,0.076,0.074,0.072,0.066,0.067,0.069,0.064,0.063,0.068,0.065,0.061
29340,,PM2.5,Weighted Annual Mean,1,12.4,10.3,9.3,10.3,9.3,11.3,11.5,9.6,8.9,7.9,9.0,9.0,8.0,7.4,6.9,7.3,7.6,7.8,7.9,6.8,7.5
29340,,PM2.5,98th Percentile,1,34.0,26.0,27.0,19.0,20.0,27.0,28.0,23.0,19.0,17.0,18.0,22.0,18.0,17.0,15.0,15.0,18.0,21.0,25.0,14.0,22.0
29340,,SO2,99th Percentile,1,62.0,54.0,65.0,70.0,48.0,47.0,39.0,41.0,37.0,46.0,34.0,37.0,42.0,31.0,33.0,33.0,34.0,23.0,29.0,14.0,14.0
29380,"Lake City, FL",O3,4th Max,1,0.074,0.074,0.068,0.073,0.071,0.074,0.071,0.072,0.067,0.05700000000000001,0.068,0.064,0.062,0.05899999999999998,0.06,0.05800000000000002,0.061,0.062,0.063,0.063,0.049
29460,"Lakeland-Winter Haven, FL",O3,4th Max,2,0.078,0.084,0.072,0.076,0.072,0.075,0.077,0.075,0.072,0.066,0.066,0.07000000000000002,0.071,0.064,0.063,0.063,0.063,0.072,0.066,0.067,0.062
29460,,PM2.5,Weighted Annual Mean,1,12.2,11.1,10.1,9.2,10.2,9.6,9.2,9.3,8.1,7.2,7.7,7.4,7.0,6.6,6.9,6.1,6.1,7.5,7.2,7.7,8.4
29460,,PM2.5,98th Percentile,1,28.0,26.0,24.0,16.0,20.0,22.0,18.0,19.0,17.0,13.0,15.0,15.0,15.0,13.0,15.0,13.0,14.0,15.0,13.0,19.0,19.0
29540,"Lancaster, PA",O3,4th Max,1,0.09,0.097,0.097,0.083,0.08100000000000002,0.085,0.085,0.083,0.08,0.069,0.08200000000000002,0.078,0.08100000000000002,0.066,0.066,0.071,0.071,0.068,0.069,0.065,0.062
29540,,PM10,2nd Max,1,55.0,69.0,107.0,53.0,54.0,63.0,58.0,51.0,48.0,41.0,44.0,42.0,41.0,44.0,37.0,39.0,44.0,28.0,38.0,51.0,59.0
29540,,PM2.5,Weighted Annual Mean,1,17.8,17.2,16.2,17.6,16.6,18.2,14.1,15.4,13.9,12.2,11.7,12.0,12.6,11.3,11.1,11.2,9.4,9.3,8.7,9.0,8.7
29540,,PM2.5,98th Percentile,1,47.0,42.0,40.0,52.0,36.0,45.0,35.0,40.0,35.0,29.0,34.0,30.0,29.0,34.0,30.0,34.0,26.0,25.0,24.0,29.0,28.0
29660,"Laramie, WY",PM10,2nd Max,1,45.0,52.0,114.0,74.0,61.0,51.0,40.0,66.0,92.0,61.0,106.0,81.0,122.0,57.0,77.0,61.0,60.0,86.0,76.0,68.0,115.0
29700,"Laredo, TX",O3,4th Max,1,0.07000000000000002,0.063,0.066,0.065,0.061,0.064,0.06,0.05899999999999998,0.05600000000000001,0.052,0.063,0.064,0.064,0.065,0.05700000000000001,0.05600000000000001,0.05,0.054,0.05800000000000002,0.05899999999999998,0.06
29700,,PM10,2nd Max,2,54.5,54.0,45.5,55.0,33.5,43.0,77.0,45.5,40.5,59.0,56.0,54.2,48.3,57.0,46.5,54.0,43.5,34.0,71.0,45.0,71.5
29740,"Las Cruces, NM",NO2,Annual Mean,2,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0
29740,,NO2,98th Percentile,2,58.0,53.0,51.0,51.0,49.0,48.0,49.0,46.0,51.0,48.0,47.0,45.0,44.0,41.0,43.0,43.0,43.0,42.0,44.0,44.0,47.0
29740,,O3,4th Max,4,0.077,0.073,0.077,0.075,0.072,0.072,0.074,0.071,0.071,0.065,0.065,0.069,0.073,0.071,0.068,0.07000000000000002,0.068,0.073,0.076,0.073,0.072
29740,,PM10,2nd Max,1,63.0,70.0,95.0,169.0,81.0,64.0,186.0,115.0,79.0,89.0,75.0,151.0,60.0,228.0,80.0,39.0,50.0,94.0,57.0,62.0,73.0
29740,,PM2.5,Weighted Annual Mean,1,6.3,6.3,6.6,6.9,6.1,6.1,6.6,6.3,5.9,5.6,4.7,5.7,6.7,6.6,5.3,4.7,5.0,5.8,4.9,4.9,5.8
29740,,PM2.5,98th Percentile,1,12.0,12.0,17.0,15.0,13.0,15.0,12.0,15.0,12.0,14.0,9.0,13.0,15.0,16.0,12.0,10.0,10.0,15.0,12.0,9.0,14.0
29820,"Las Vegas-Henderson-Paradise, NV",CO,2nd Max,1,7.1,6.5,5.8,5.3,5.1,5.2,5.0,3.8,3.5,2.8,3.0,3.0,3.1,2.9,2.8,2.6,2.2,2.8,2.8,2.4,2.3
29820,,O3,4th Max,8,0.078,0.077,0.08100000000000002,0.08,0.078,0.08200000000000002,0.08,0.079,0.074,0.071,0.07000000000000002,0.074,0.076,0.073,0.074,0.07000000000000002,0.068,0.07000000000000002,0.072,0.066,0.071
29820,,PM10,2nd Max,6,124.2,94.2,149.2,124.2,66.0,61.8,72.8,68.3,75.8,67.3,42.3,74.3,116.3,107.7,73.2,66.5,93.8,86.7,90.2,77.3,98.3
29820,,PM2.5,Weighted Annual Mean,1,4.2,4.2,4.0,3.7,3.4,3.8,3.5,4.0,4.4,3.9,3.4,3.7,5.0,5.2,4.6,4.9,6.0,5.0,4.2,3.9,5.1
29820,,PM2.5,98th Percentile,1,10.0,9.0,12.0,8.0,7.0,10.0,9.0,9.0,13.0,11.0,10.0,9.0,13.0,17.0,12.0,10.0,13.0,11.0,14.0,9.0,21.0
30460,"Lexington-Fayette, KY",NO2,Annual Mean,1,13.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,8.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,3.0,6.0,5.0
30460,,NO2,98th Percentile,1,53.0,56.0,54.0,48.0,52.0,53.0,50.0,56.0,49.0,44.0,56.0,47.0,45.0,44.0,39.0,41.0,43.0,37.0,31.0,42.0,38.0
30460,,O3,4th Max,2,0.077,0.077,0.083,0.071,0.064,0.078,0.07000000000000002,0.079,0.07000000000000002,0.064,0.07000000000000002,0.074,0.078,0.061,0.065,0.069,0.066,0.063,0.063,0.05899999999999998,0.06
30460,,PM2.5,Weighted Annual Mean,1,16.6,15.9,15.1,13.8,13.5,15.5,13.7,14.6,12.1,11.1,12.2,10.3,9.8,9.4,9.4,8.6,8.2,7.8,8.6,8.0,7.5
30460,,PM2.5,98th Percentile,1,39.0,36.0,42.0,28.0,29.0,36.0,30.0,35.0,24.0,21.0,23.0,24.0,19.0,20.0,22.0,19.0,17.0,18.0,18.0,17.0,17.0
30460,,SO2,99th Percentile,1,48.0,70.0,32.0,43.0,42.0,39.0,46.0,52.0,35.0,42.0,40.0,23.0,15.0,12.0,13.0,9.0,3.0,4.0,5.0,4.0,3.0
30700,"Lincoln, NE",O3,4th Max,1,0.05700000000000001,0.051,0.054,0.06,0.05600000000000001,0.05600000000000001,0.05600000000000001,0.054,0.051,0.053000000000000005,0.05,0.053000000000000005,0.05800000000000002,0.055,0.061,0.061,0.05800000000000002,0.062,0.062,0.05600000000000001,0.054
30700,,PM2.5,Weighted Annual Mean,1,10.4,10.0,9.5,9.3,8.8,9.7,7.9,8.2,8.1,8.1,9.0,8.5,8.7,8.1,7.8,6.4,6.1,6.7,7.1,6.5,6.1
30700,,PM2.5,98th Percentile,1,25.0,23.0,26.0,23.0,29.0,28.0,21.0,16.0,17.0,18.0,26.0,21.0,20.0,20.0,20.0,15.0,16.0,19.0,19.0,17.0,17.0
30780,"Little Rock-North Little Rock-Conway, AR",NO2,Annual Mean,1,15.0,15.0,15.0,14.0,14.0,12.0,12.0,11.0,9.0,9.0,10.0,10.0,11.0,10.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0
30780,,NO2,98th Percentile,1,62.0,62.0,62.0,54.0,54.0,54.0,50.0,46.0,40.0,40.0,51.0,47.0,55.0,47.0,45.0,45.0,41.0,39.0,42.0,38.0,36.0
30780,,O3,4th Max,2,0.09,0.079,0.085,0.075,0.073,0.083,0.083,0.08100000000000002,0.068,0.072,0.072,0.078,0.078,0.067,0.066,0.063,0.064,0.06,0.066,0.05899999999999998,0.062
30780,,PM10,2nd Max,2,48.5,54.0,52.5,47.0,51.5,47.0,37.5,44.5,39.0,33.0,37.0,44.0,35.5,55.5,41.5,41.5,39.0,33.5,43.0,37.0,36.5
30780,,PM2.5,Weighted Annual Mean,1,15.5,14.7,13.2,12.9,12.2,14.7,12.2,12.8,11.6,10.8,12.3,12.0,11.3,10.4,10.2,9.7,9.4,9.2,9.3,9.5,8.2
30780,,PM2.5,98th Percentile,1,34.0,32.0,32.0,26.0,28.0,39.0,26.0,30.0,26.0,23.0,22.0,25.0,23.0,21.0,22.0,20.0,19.0,18.0,21.0,19.0,18.0
30980,"Longview, TX",NO2,Annual Mean,1,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0
30980,,NO2,98th Percentile,1,33.0,33.0,30.0,32.0,29.0,30.0,30.0,28.0,32.0,33.0,42.0,36.0,26.0,23.0,24.0,23.0,23.0,18.0,19.0,18.0,16.0
30980,,O3,4th Max,1,0.099,0.08200000000000002,0.084,0.08200000000000002,0.083,0.08799999999999998,0.084,0.08100000000000002,0.071,0.073,0.078,0.08200000000000002,0.078,0.071,0.066,0.068,0.065,0.062,0.068,0.067,0.055
30980,,SO2,99th Percentile,1,70.0,71.0,46.0,71.0,67.0,68.0,64.0,103.0,65.0,56.0,76.0,51.0,42.0,65.0,42.0,30.0,33.0,27.0,51.0,46.0,50.0
31080,"Los Angeles-Long Beach-Anaheim, CA",CO,2nd Max,11,4.4,3.5,3.1,2.9,2.7,2.3,2.2,2.0,1.8,1.7,1.6,1.6,1.6,1.5,1.5,1.4,1.2,1.3,1.3,1.2,1.3
31080,,NO2,Annual Mean,11,29.0,28.0,27.0,26.0,23.0,22.0,22.0,22.0,21.0,19.0,18.0,17.0,16.0,16.0,15.0,14.0,14.0,14.0,13.0,12.0,12.0
31080,,NO2,98th Percentile,7,96.0,91.0,86.0,90.0,80.0,70.0,73.0,73.0,72.0,64.0,60.0,58.0,56.0,55.0,56.0,53.0,51.0,50.0,49.0,45.0,47.0
31080,,O3,4th Max,12,0.091,0.08799999999999998,0.09299999999999999,0.101,0.09,0.087,0.092,0.08799999999999998,0.091,0.08799999999999998,0.076,0.079,0.08,0.076,0.083,0.083,0.083,0.09,0.083,0.08,0.096
31080,,PM10,2nd Max,6,77.0,77.3,73.3,73.5,65.2,51.7,59.5,83.5,65.8,53.3,41.8,48.7,52.5,55.2,60.2,60.3,67.8,57.2,60.3,71.7,73.2
31080,,PM2.5,Weighted Annual Mean,7,18.9,19.9,19.3,17.7,16.7,15.0,13.8,14.3,13.2,12.2,10.2,10.9,10.5,10.3,10.0,9.7,9.7,10.3,10.9,9.2,12.0
31080,,PM2.5,98th Percentile,7,55.0,54.0,49.0,49.0,49.0,43.0,34.0,43.0,33.0,33.0,27.0,29.0,26.0,25.0,27.0,29.0,24.0,25.0,29.0,23.0,42.0
31140,"Louisville/Jefferson County, KY-IN",O3,4th Max,4,0.08200000000000002,0.08100000000000002,0.09399999999999999,0.079,0.071,0.084,0.077,0.08200000000000002,0.074,0.068,0.075,0.08100000000000002,0.085,0.068,0.068,0.069,0.07000000000000002,0.067,0.07000000000000002,0.064,0.064
31140,,SO2,99th Percentile,3,131.0,122.0,117.0,126.0,126.0,133.0,137.0,163.0,124.0,112.0,110.0,63.0,72.0,69.0,78.0,36.0,18.0,11.0,12.0,9.0,8.0
31220,"Ludington, MI",O3,4th Max,1,0.08100000000000002,0.09299999999999999,0.08899999999999998,0.087,0.071,0.085,0.076,0.083,0.068,0.068,0.07000000000000002,0.072,0.085,0.068,0.07000000000000002,0.066,0.074,0.064,0.068,0.05700000000000001,0.068
31420,"Macon, GA",O3,4th Max,1,0.097,0.08599999999999998,0.09299999999999999,0.08100000000000002,0.08599999999999998,0.08200000000000002,0.077,0.08,0.078,0.07000000000000002,0.071,0.078,0.072,0.064,0.065,0.062,0.07000000000000002,0.063,0.064,0.066,0.054
31420,,PM2.5,Weighted Annual Mean,2,17.5,14.9,14.3,13.9,15.5,15.5,15.4,15.0,12.2,11.4,12.6,12.6,10.2,9.1,10.1,8.5,8.1,8.6,8.1,8.7,7.8
31420,,PM2.5,98th Percentile,2,36.0,31.0,30.0,28.0,37.0,32.0,29.0,36.0,30.0,25.0,25.0,27.0,21.0,19.0,20.0,19.0,18.0,18.0,17.0,17.0,17.0
31460,"Madera, CA",NO2,Annual Mean,1,13.0,11.0,12.0,10.0,10.0,10.0,11.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
31460,,O3,4th Max,1,0.08799999999999998,0.09,0.096,0.09299999999999999,0.078,0.076,0.08100000000000002,0.077,0.091,0.085,0.078,0.08,0.078,0.079,0.08799999999999998,0.08,0.08100000000000002,0.08100000000000002,0.072,0.075,0.08100000000000002
31540,"Madison, WI",O3,4th Max,2,0.072,0.078,0.08100000000000002,0.078,0.065,0.079,0.066,0.079,0.064,0.063,0.062,0.068,0.074,0.067,0.068,0.064,0.068,0.064,0.066,0.05899999999999998,0.07000000000000002
31540,,PM2.5,Weighted Annual Mean,1,12.8,13.3,12.3,11.9,11.3,12.7,12.0,13.2,12.6,11.5,10.1,10.3,9.4,9.3,9.3,8.6,7.4,7.8,8.2,8.6,8.5
31540,,PM2.5,98th Percentile,1,34.0,37.0,33.0,32.0,32.0,40.0,33.0,37.0,31.0,32.0,30.0,27.0,27.0,23.0,25.0,23.0,19.0,21.0,22.0,24.0,20.0
31820,"Manitowoc, WI",O3,4th Max,1,0.084,0.097,0.083,0.092,0.074,0.095,0.078,0.085,0.064,0.078,0.077,0.076,0.08799999999999998,0.073,0.066,0.077,0.074,0.071,0.076,0.066,0.069
31930,"Marietta, OH",O3,4th Max,1,0.08200000000000002,0.085,0.095,0.08,0.077,0.08799999999999998,0.08100000000000002,0.08599999999999998,0.078,0.067,0.076,0.071,0.075,0.063,0.063,0.068,0.064,0.062,0.066,0.062,0.05899999999999998
32220,"Marshall, TX",NO2,Annual Mean,1,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
32220,,NO2,98th Percentile,1,25.0,25.0,25.0,23.0,19.0,25.0,25.0,19.0,20.0,19.0,24.0,28.0,20.0,19.0,18.0,18.0,16.0,20.0,15.0,16.0,14.0
32220,,O3,4th Max,1,0.08799999999999998,0.08799999999999998,0.08799999999999998,0.08,0.077,0.084,0.08,0.069,0.068,0.068,0.074,0.076,0.072,0.07000000000000002,0.066,0.062,0.05899999999999998,0.063,0.061,0.062,0.055
32220,,PM2.5,Weighted Annual Mean,1,11.4,11.4,11.4,12.0,10.9,12.4,11.3,11.5,10.2,9.4,10.4,11.9,10.4,9.4,8.9,8.8,8.7,8.5,8.4,8.4,8.3
32220,,PM2.5,98th Percentile,1,36.0,36.0,36.0,24.0,23.0,29.0,26.0,24.0,21.0,18.0,22.0,19.0,24.0,23.0,19.0,16.0,16.0,18.0,21.0,16.0,23.0
32380,"Mason City, IA",PM10,2nd Max,1,137.0,134.0,142.0,138.0,154.0,149.0,125.0,121.0,104.0,97.0,81.0,71.0,78.0,52.0,52.0,64.0,58.0,58.0,50.0,41.0,68.0
32540,"McAlester, OK",O3,4th Max,1,0.076,0.076,0.076,0.076,0.068,0.071,0.077,0.071,0.067,0.067,0.068,0.078,0.076,0.071,0.062,0.06,0.05899999999999998,0.061,0.069,0.065,0.05700000000000001
32540,,PM2.5,Weighted Annual Mean,1,10.9,11.8,11.5,11.6,10.1,11.8,10.3,12.0,11.2,9.8,9.8,10.6,10.5,9.8,8.9,7.8,7.6,7.9,8.7,8.1,8.2
32540,,PM2.5,98th Percentile,1,25.0,28.0,28.0,28.0,25.0,29.0,22.0,28.0,22.0,22.0,18.0,20.0,21.0,21.0,22.0,16.0,17.0,20.0,27.0,17.0,22.0
32580,"McAllen-Edinburg-Mission, TX",O3,4th Max,1,0.077,0.074,0.074,0.073,0.07000000000000002,0.069,0.06,0.055,0.05800000000000002,0.06,0.065,0.062,0.061,0.055,0.05600000000000001,0.05800000000000002,0.052,0.055,0.05899999999999998,0.053000000000000005,0.055
32780,"Medford, OR",O3,4th Max,1,0.067,0.064,0.078,0.072,0.069,0.068,0.068,0.066,0.07000000000000002,0.065,0.061,0.05700000000000001,0.066,0.067,0.05899999999999998,0.069,0.049,0.078,0.074,0.062,0.06
32780,,PM10,2nd Max,1,68.0,62.0,72.0,56.0,49.0,51.0,61.0,78.0,47.0,46.0,26.0,41.0,56.0,71.0,34.0,51.0,27.0,136.0,66.0,48.0,48.0
32820,"Memphis, TN-MS-AR",O3,4th Max,4,0.092,0.085,0.091,0.083,0.077,0.08599999999999998,0.08599999999999998,0.08200000000000002,0.077,0.07000000000000002,0.076,0.078,0.08,0.066,0.067,0.065,0.069,0.063,0.069,0.065,0.063
32900,"Merced, CA",NO2,Annual Mean,1,12.0,12.0,12.0,12.0,11.0,11.0,10.0,9.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0
32900,,O3,4th Max,1,0.103,0.096,0.105,0.10700000000000003,0.096,0.083,0.087,0.087,0.105,0.08,0.09,0.08200000000000002,0.079,0.083,0.08200000000000002,0.083,0.08200000000000002,0.078,0.079,0.072,0.079
32900,,PM10,2nd Max,1,89.0,100.0,79.0,73.0,54.0,68.0,80.0,65.0,74.0,60.0,53.0,70.0,60.0,69.0,81.0,64.0,62.0,94.0,80.0,80.0,123.0
32900,,PM2.5,Weighted Annual Mean,1,16.7,14.5,18.7,15.7,15.2,14.1,14.8,15.2,14.4,13.6,11.2,10.4,9.5,13.5,11.2,12.6,11.2,12.6,14.2,9.6,15.5
32900,,PM2.5,98th Percentile,1,68.0,49.0,58.0,45.0,47.0,49.0,53.0,53.0,51.0,50.0,39.0,39.0,42.0,67.0,46.0,39.0,35.0,40.0,53.0,30.0,77.0
32940,"Meridian, MS",O3,4th Max,1,0.08,0.076,0.073,0.071,0.069,0.078,0.079,0.072,0.064,0.05800000000000002,0.062,0.066,0.063,0.061,0.05800000000000002,0.05600000000000001,0.05800000000000002,0.055,0.062,0.05899999999999998,0.051
33060,"Miami, OK",O3,4th Max,1,0.08100000000000002,0.08100000000000002,0.076,0.08,0.078,0.079,0.079,0.073,0.066,0.063,0.068,0.079,0.083,0.066,0.055,0.05600000000000001,0.053000000000000005,0.06,0.05899999999999998,0.055,0.046
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",CO,2nd Max,1,3.2,4.0,3.4,3.0,5.3,2.5,2.2,2.0,2.1,2.2,1.2,0.9,1.5,1.0,1.3,1.1,1.0,1.1,1.1,1.2,0.9
33100,,NO2,Annual Mean,3,11.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,7.0,5.0,5.0,6.0,5.0,5.0,4.0
33100,,NO2,98th Percentile,2,58.0,55.0,46.0,49.0,53.0,53.0,54.0,48.0,43.0,40.0,46.0,38.0,41.0,42.0,45.0,36.0,40.0,40.0,42.0,40.0,39.0
33100,,O3,4th Max,4,0.075,0.071,0.064,0.065,0.063,0.065,0.075,0.067,0.067,0.062,0.064,0.06,0.062,0.061,0.062,0.061,0.061,0.064,0.064,0.05800000000000002,0.05800000000000002
33100,,PM2.5,Weighted Annual Mean,3,9.2,8.4,7.9,8.3,8.6,8.6,8.5,7.8,7.2,6.6,6.9,6.8,6.6,5.8,6.2,5.9,7.0,7.2,7.2,6.7,7.0
33100,,PM2.5,98th Percentile,3,21.0,18.0,18.0,17.0,21.0,19.0,18.0,23.0,18.0,15.0,13.0,14.0,14.0,13.0,13.0,14.0,15.0,16.0,16.0,17.0,16.0
33140,"Michigan City-La Porte, IN",O3,4th Max,2,0.077,0.085,0.104,0.083,0.068,0.087,0.072,0.076,0.062,0.065,0.069,0.075,0.09,0.067,0.066,0.064,0.07000000000000002,0.075,0.077,0.066,0.072
33140,,PM2.5,Weighted Annual Mean,1,13.4,14.2,13.2,12.8,12.1,13.6,11.1,12.4,11.2,10.1,10.7,9.8,9.7,9.3,10.0,9.1,7.7,7.4,7.4,7.9,8.0
33140,,PM2.5,98th Percentile,1,29.0,34.0,31.0,32.0,32.0,38.0,28.0,32.0,28.0,24.0,29.0,21.0,26.0,19.0,24.0,24.0,17.0,20.0,16.0,24.0,18.0
33180,"Middlesborough, KY",O3,4th Max,1,0.09,0.077,0.091,0.078,0.069,0.077,0.066,0.071,0.07000000000000002,0.06,0.068,0.062,0.066,0.05800000000000002,0.062,0.05899999999999998,0.062,0.06,0.061,0.05899999999999998,0.053000000000000005
33180,,PM2.5,Weighted Annual Mean,1,15.9,15.9,14.3,14.2,13.4,13.6,13.7,16.5,12.5,10.4,12.9,10.6,10.3,9.1,9.0,8.7,10.1,7.6,7.6,7.3,7.4
33180,,PM2.5,98th Percentile,1,37.0,37.0,26.0,33.0,30.0,28.0,26.0,41.0,24.0,23.0,28.0,26.0,20.0,17.0,17.0,19.0,41.0,16.0,16.0,17.0,14.0
33340,"Milwaukee-Waukesha-West Allis, WI",O3,4th Max,4,0.085,0.095,0.09299999999999999,0.09,0.071,0.092,0.071,0.08100000000000002,0.066,0.069,0.078,0.072,0.08899999999999998,0.068,0.07000000000000002,0.069,0.074,0.07000000000000002,0.073,0.064,0.073
33340,,PM10,2nd Max,1,45.0,49.0,47.0,59.0,58.0,60.0,54.0,63.0,38.0,39.0,50.0,50.0,47.0,32.0,41.0,28.0,31.0,35.0,31.0,31.0,31.0
33340,,PM2.5,Weighted Annual Mean,3,13.1,13.8,12.7,12.3,12.0,14.3,13.3,14.5,12.9,11.7,11.0,11.0,10.4,9.7,9.7,9.1,8.0,7.4,8.5,8.5,8.5
33340,,PM2.5,98th Percentile,3,31.0,38.0,35.0,31.0,35.0,40.0,37.0,38.0,28.0,37.0,33.0,26.0,25.0,23.0,23.0,23.0,19.0,20.0,22.0,22.0,20.0
