"Through a combination of regularly scheduled technical systems audits of non-EPA laboratories processing state PM2.5 monitoring data and additional assessments of data quality, EPA has identified data quality issues that affect Florida, Illinois, most of Tennessee and parts of Kentucky. EPA has made a preliminary determination that this data should not be used for regulatory purposes. Until a final determination has been made, EPA has moved the data in the Air Quality System database for the PM2.5 sites in question from parameter code 88101 (PM2.5 at local conditions; used for regulatory data) to parameter code 88501 (PM2.5 raw data). This change will clarify to data users that data from these sites should not be compared to the PM2.5 National Ambient Air Quality Standards until EPA has made a final validity determination. This data is not included in the PM2.5 trends assessment or this summary table.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Air Quality Trends by City 2000-2020,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  The values shown are the composite averages among the trend sites in each area.  Data from exceptional events are included.  These trends are based on sites having an adequate record of monitoring data during the trend period.  Based on data from AQS as of May 5, 2021.  ",,,,,,,,,,,,,,,,,,,,,,,,,
CBSA,Core Based Statistical Area,Pollutant,Trend Statistic,Number of Trends Sites,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
19380,,PM2.5,Weighted Annual Mean,1,13.5,13.5,13.4,13.6,12.5,15.6,12.5,13.6,12.0,11.1,12.0,10.9,9.3,9.7,9.2,8.4,7.5,7.3,8.7,8.3,7.4
19380,,PM2.5,98th Percentile,1,38.0,38.0,29.0,34.0,28.0,39.0,29.0,34.0,25.0,21.0,30.0,25.0,20.0,21.0,25.0,18.0,16.0,16.0,20.0,17.0,16.0
19460,"Decatur, AL",O3,4th Max,1,0.091,0.077,0.087,0.08100000000000002,0.072,0.079,0.078,0.08100000000000002,0.068,0.062,0.07000000000000002,0.07000000000000002,0.074,0.06,0.062,0.063,0.067,0.06,0.066,0.064,0.05700000000000001
19460,,PM2.5,Weighted Annual Mean,1,13.1,13.1,13.1,13.7,12.2,13.7,13.2,14.4,11.4,10.7,11.2,10.5,8.9,8.6,9.3,8.8,7.4,7.7,7.4,7.6,7.1
19460,,PM2.5,98th Percentile,1,31.0,31.0,31.0,30.0,29.0,36.0,29.0,40.0,27.0,22.0,21.0,24.0,18.0,16.0,21.0,17.0,13.0,16.0,16.0,14.0,16.0
19500,"Decatur, IL",O3,4th Max,1,0.077,0.071,0.085,0.071,0.064,0.076,0.071,0.077,0.066,0.067,0.069,0.075,0.076,0.064,0.067,0.066,0.066,0.068,0.069,0.063,0.065
19500,,SO2,99th Percentile,1,58.0,65.0,41.0,49.0,45.0,44.0,46.0,51.0,44.0,36.0,49.0,33.0,38.0,33.0,38.0,39.0,54.0,40.0,37.0,23.0,22.0
19660,"Deltona-Daytona Beach-Ormond Beach, FL",O3,4th Max,1,0.076,0.073,0.069,0.07000000000000002,0.068,0.068,0.071,0.065,0.064,0.06,0.066,0.064,0.064,0.061,0.062,0.05700000000000001,0.05899999999999998,0.062,0.064,0.05600000000000001,0.05899999999999998
19660,,PM10,2nd Max,1,53.0,66.0,38.0,53.0,46.0,72.0,65.0,42.0,52.0,34.0,45.0,45.0,37.0,40.0,40.0,39.0,39.0,55.0,34.0,50.0,50.0
19660,,PM2.5,Weighted Annual Mean,1,10.5,10.0,8.8,8.5,9.7,9.2,9.0,9.8,9.0,8.3,7.5,7.1,6.7,6.2,6.4,5.8,5.6,7.1,7.0,7.5,8.1
19660,,PM2.5,98th Percentile,1,26.0,22.0,22.0,18.0,22.0,23.0,19.0,35.0,29.0,23.0,17.0,15.0,14.0,16.0,15.0,13.0,11.0,15.0,12.0,16.0,17.0
19740,"Denver-Aurora-Lakewood, CO",CO,2nd Max,2,4.2,3.7,3.2,3.8,3.5,2.4,2.8,2.5,2.8,2.1,2.1,1.7,1.7,2.3,1.9,1.9,1.6,1.4,2.1,1.5,1.5
19740,,NO2,Annual Mean,2,26.0,31.0,28.0,28.0,24.0,24.0,24.0,24.0,22.0,21.0,22.0,21.0,22.0,21.0,21.0,20.0,19.0,17.0,17.0,18.0,15.0
19740,,O3,4th Max,5,0.074,0.074,0.076,0.084,0.069,0.075,0.08100000000000002,0.08,0.075,0.072,0.072,0.079,0.08,0.08100000000000002,0.073,0.075,0.075,0.073,0.075,0.07000000000000002,0.08200000000000002
19740,,PM10,2nd Max,2,50.0,65.0,60.0,51.0,74.0,61.5,50.0,64.0,58.5,43.5,52.0,70.5,63.0,73.5,68.5,60.0,74.5,66.0,68.0,68.5,97.0
19740,,PM2.5,Weighted Annual Mean,2,9.7,10.5,9.5,9.5,8.5,8.8,8.1,9.0,7.6,7.0,7.2,6.7,7.3,7.3,6.7,6.7,6.2,6.6,6.9,6.5,6.8
19740,,PM2.5,98th Percentile,2,25.0,31.0,24.0,25.0,22.0,26.0,22.0,26.0,18.0,17.0,17.0,16.0,23.0,21.0,20.0,23.0,15.0,20.0,20.0,25.0,26.0
19740,,SO2,99th Percentile,2,64.0,73.0,73.0,58.0,40.0,39.0,33.0,30.0,30.0,33.0,35.0,32.0,34.0,34.0,16.0,15.0,14.0,13.0,7.0,6.0,6.0
19780,"Des Moines-West Des Moines, IA",PM2.5,Weighted Annual Mean,2,10.2,10.4,10.5,10.6,9.5,10.9,9.3,10.7,9.7,9.1,10.2,9.5,9.1,9.0,8.5,7.5,7.0,7.3,7.7,7.0,7.5
19780,,PM2.5,98th Percentile,2,26.0,27.0,25.0,29.0,27.0,32.0,23.0,27.0,23.0,25.0,32.0,22.0,21.0,21.0,20.0,18.0,18.0,17.0,17.0,18.0,16.0
19820,"Detroit-Warren-Dearborn, MI",CO,2nd Max,1,3.3,1.6,3.7,2.4,2.3,1.7,2.3,1.4,1.1,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.6,1.6,1.4,1.2
19820,,NO2,Annual Mean,1,18.0,19.0,18.0,19.0,15.0,17.0,14.0,14.0,13.0,13.0,12.0,12.0,11.0,11.0,12.0,11.0,10.0,9.0,9.0,9.0,9.0
19820,,NO2,98th Percentile,1,70.0,70.0,65.0,60.0,54.0,51.0,47.0,48.0,49.0,50.0,54.0,49.0,41.0,41.0,52.0,45.0,42.0,42.0,43.0,43.0,43.0
19820,,O3,4th Max,6,0.076,0.08899999999999998,0.092,0.09399999999999999,0.072,0.083,0.075,0.08799999999999998,0.072,0.071,0.074,0.079,0.08100000000000002,0.068,0.069,0.068,0.073,0.068,0.074,0.065,0.072
19820,,PM10,2nd Max,3,79.7,65.7,77.3,93.0,84.3,77.0,54.3,59.3,51.3,42.0,44.3,41.7,48.7,37.0,43.0,43.3,66.0,48.0,55.7,44.3,41.3
19820,,PM2.5,Weighted Annual Mean,10,15.9,16.0,15.7,15.3,13.6,16.0,13.0,13.5,11.6,10.4,9.8,9.7,9.9,9.0,9.9,9.9,8.7,8.6,8.8,8.5,7.8
19820,,PM2.5,98th Percentile,10,40.0,42.0,38.0,38.0,35.0,48.0,35.0,33.0,30.0,30.0,27.0,24.0,24.0,20.0,25.0,27.0,21.0,21.0,21.0,21.0,20.0
19820,,SO2,99th Percentile,1,114.0,129.0,126.0,122.0,130.0,125.0,130.0,116.0,101.0,79.0,107.0,94.0,80.0,66.0,72.0,55.0,59.0,70.0,67.0,61.0,43.0
19860,"Dickinson, ND",O3,4th Max,1,0.05899999999999998,0.05800000000000002,0.062,0.05899999999999998,0.055,0.05899999999999998,0.066,0.064,0.061,0.05600000000000001,0.061,0.05800000000000002,0.05700000000000001,0.05700000000000001,0.055,0.064,0.05600000000000001,0.061,0.061,0.05800000000000002,0.053000000000000005
19860,,PM2.5,Weighted Annual Mean,1,4.2,4.2,4.2,5.2,4.4,4.3,4.8,4.7,4.6,4.1,4.7,4.1,4.4,4.7,4.5,5.5,2.9,4.0,4.3,3.4,3.6
19860,,PM2.5,98th Percentile,1,9.0,9.0,9.0,20.0,9.0,11.0,18.0,14.0,11.0,10.0,12.0,10.0,12.0,12.0,8.0,30.0,9.0,17.0,19.0,9.0,12.0
19860,,SO2,99th Percentile,1,10.0,11.0,10.0,9.0,7.0,6.0,6.0,7.0,6.0,9.0,6.0,5.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0
20100,"Dover, DE",O3,4th Max,1,0.09299999999999999,0.091,0.09399999999999999,0.084,0.075,0.08200000000000002,0.085,0.078,0.08100000000000002,0.066,0.077,0.072,0.087,0.064,0.066,0.066,0.068,0.066,0.067,0.062,0.062
20100,,PM2.5,Weighted Annual Mean,2,13.1,13.5,13.1,12.5,12.6,13.2,11.9,12.1,11.2,9.4,9.5,8.8,8.2,8.1,8.2,7.8,6.9,6.5,6.1,6.9,6.9
20100,,PM2.5,98th Percentile,2,31.0,36.0,46.0,33.0,30.0,34.0,30.0,31.0,28.0,20.0,23.0,24.0,21.0,21.0,20.0,21.0,16.0,16.0,14.0,18.0,18.0
20180,"DuBois, PA",O3,4th Max,1,0.079,0.08899999999999998,0.095,0.087,0.074,0.08599999999999998,0.072,0.072,0.077,0.066,0.077,0.073,0.073,0.067,0.06,0.068,0.066,0.064,0.064,0.054,0.053000000000000005
20260,"Duluth, MN-WI",O3,4th Max,1,0.065,0.062,0.065,0.068,0.061,0.07000000000000002,0.063,0.063,0.05899999999999998,0.062,0.067,0.05899999999999998,0.063,0.05700000000000001,0.05700000000000001,0.05600000000000001,0.052,0.054,0.05899999999999998,0.05600000000000001,0.054
20260,,PM10,2nd Max,2,48.0,40.0,44.0,52.5,54.5,43.5,44.0,48.0,42.5,39.5,44.0,49.0,37.0,46.0,59.0,49.5,39.5,46.0,59.5,52.0,59.5
20260,,PM2.5,Weighted Annual Mean,2,7.3,7.0,6.6,6.6,5.5,6.4,6.4,5.9,6.2,6.1,5.3,5.3,5.5,6.8,7.0,5.7,3.7,4.0,5.0,5.0,5.8
20260,,PM2.5,98th Percentile,2,22.0,18.0,21.0,19.0,18.0,22.0,21.0,17.0,18.0,23.0,15.0,16.0,17.0,18.0,18.0,16.0,13.0,14.0,17.0,16.0,13.0
20420,"Durango, CO",NO2,Annual Mean,2,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
20420,,O3,4th Max,1,0.061,0.051,0.055,0.06,0.06,0.066,0.063,0.071,0.067,0.066,0.067,0.069,0.069,0.067,0.065,0.066,0.072,0.069,0.067,0.063,0.065
20500,"Durham-Chapel Hill, NC",O3,4th Max,1,0.08200000000000002,0.08799999999999998,0.102,0.083,0.076,0.079,0.075,0.079,0.078,0.065,0.074,0.072,0.076,0.05899999999999998,0.065,0.061,0.063,0.061,0.063,0.063,0.051
20820,"Effingham, IL",O3,4th Max,1,0.074,0.077,0.08,0.069,0.067,0.073,0.067,0.078,0.063,0.067,0.072,0.066,0.073,0.064,0.063,0.064,0.066,0.07000000000000002,0.066,0.063,0.062
20940,"El Centro, CA",NO2,Annual Mean,2,15.0,12.0,12.0,12.0,14.0,13.0,12.0,13.0,12.0,11.0,9.0,11.0,12.0,10.0,10.0,9.0,8.0,9.0,10.0,8.0,9.0
20940,,NO2,98th Percentile,1,88.0,88.0,88.0,61.0,76.0,80.0,73.0,72.0,73.0,72.0,56.0,63.0,66.0,62.0,61.0,60.0,60.0,59.0,64.0,49.0,51.0
20940,,O3,4th Max,3,0.083,0.087,0.084,0.073,0.075,0.08,0.077,0.083,0.079,0.078,0.074,0.076,0.078,0.077,0.075,0.075,0.07000000000000002,0.073,0.067,0.065,0.064
20940,,PM2.5,Weighted Annual Mean,2,12.9,11.9,12.2,11.2,10.7,11.3,10.6,10.7,9.1,9.7,9.7,10.5,11.0,10.2,10.2,9.2,11.0,10.1,11.1,9.3,10.9
20940,,PM2.5,98th Percentile,2,37.0,34.0,34.0,33.0,29.0,32.0,37.0,28.0,21.0,23.0,23.0,31.0,25.0,23.0,28.0,24.0,30.0,26.0,29.0,22.0,29.0
21340,"El Paso, TX",NO2,Annual Mean,3,19.0,19.0,19.0,18.0,16.0,15.0,17.0,17.0,16.0,15.0,15.0,15.0,14.0,13.0,12.0,12.0,12.0,12.0,13.0,11.0,13.0
21340,,NO2,98th Percentile,1,67.0,68.0,80.0,65.0,66.0,64.0,65.0,63.0,67.0,56.0,55.0,54.0,53.0,51.0,54.0,59.0,60.0,58.0,61.0,61.0,61.0
21340,,O3,4th Max,6,0.078,0.075,0.08200000000000002,0.071,0.074,0.077,0.077,0.074,0.074,0.068,0.068,0.069,0.066,0.066,0.066,0.068,0.066,0.069,0.075,0.07000000000000002,0.072
21340,,PM10,2nd Max,1,97.0,98.0,129.0,244.0,132.0,84.0,99.0,88.0,73.0,67.0,63.0,159.0,148.0,137.0,77.0,63.0,62.0,104.0,114.0,75.0,96.0
21340,,PM2.5,Weighted Annual Mean,1,9.4,9.4,10.7,10.3,10.0,9.7,8.9,8.8,9.1,8.1,8.2,12.5,7.4,8.6,8.2,6.6,7.1,7.9,8.1,6.3,8.0
21340,,PM2.5,98th Percentile,1,22.0,27.0,32.0,30.0,28.0,27.0,21.0,21.0,20.0,15.0,25.0,37.0,14.0,20.0,17.0,16.0,14.0,19.0,19.0,25.0,15.0
21060,"Elizabethtown-Fort Knox, KY",O3,4th Max,1,0.085,0.08,0.084,0.073,0.068,0.079,0.074,0.083,0.074,0.066,0.071,0.069,0.079,0.062,0.062,0.066,0.068,0.06,0.067,0.05800000000000002,0.06
21060,,PM2.5,Weighted Annual Mean,1,16.4,14.9,14.0,13.4,12.2,14.5,13.2,14.4,12.2,10.9,11.8,9.5,9.8,10.2,10.2,9.2,8.2,8.2,8.0,7.3,7.1
21060,,PM2.5,98th Percentile,1,39.0,31.0,32.0,32.0,28.0,35.0,32.0,38.0,25.0,22.0,21.0,24.0,23.0,22.0,23.0,21.0,17.0,15.0,17.0,15.0,15.0
21140,"Elkhart-Goshen, IN",O3,4th Max,1,0.099,0.099,0.099,0.087,0.077,0.08599999999999998,0.067,0.08200000000000002,0.068,0.061,0.065,0.072,0.075,0.055,0.055,0.05800000000000002,0.072,0.064,0.07000000000000002,0.05800000000000002,0.062
21500,"Erie, PA",NO2,Annual Mean,1,12.0,12.0,12.0,12.0,12.0,13.0,11.0,11.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0
21500,,NO2,98th Percentile,1,49.0,53.0,49.0,51.0,52.0,57.0,57.0,48.0,49.0,38.0,40.0,41.0,31.0,36.0,40.0,43.0,37.0,31.0,31.0,31.0,31.0
21500,,O3,4th Max,1,0.078,0.08899999999999998,0.098,0.091,0.074,0.08599999999999998,0.077,0.084,0.074,0.069,0.075,0.072,0.08200000000000002,0.068,0.065,0.066,0.067,0.063,0.062,0.063,0.061
21500,,PM10,2nd Max,1,41.0,61.0,60.0,54.0,48.0,53.0,46.0,56.0,65.0,36.0,47.0,41.0,32.0,31.0,24.0,32.0,29.0,23.0,32.0,32.0,37.0
21500,,PM2.5,Weighted Annual Mean,1,14.0,13.8,13.2,12.6,11.9,14.4,11.3,12.1,10.7,9.6,11.1,11.4,11.2,12.2,10.8,9.3,7.7,7.9,8.7,7.5,6.5
21500,,PM2.5,98th Percentile,1,28.0,38.0,43.0,30.0,33.0,41.0,30.0,35.0,29.0,28.0,30.0,27.0,25.0,26.0,24.0,22.0,17.0,18.0,21.0,18.0,16.0
21660,"Eugene, OR",O3,4th Max,2,0.05600000000000001,0.064,0.066,0.075,0.066,0.068,0.073,0.06,0.05899999999999998,0.065,0.05800000000000002,0.05899999999999998,0.061,0.055,0.05800000000000002,0.07000000000000002,0.05700000000000001,0.072,0.06,0.055,0.054
21660,,PM10,2nd Max,1,69.0,75.0,79.0,60.0,50.0,73.0,47.0,59.0,45.0,45.0,38.0,46.0,41.0,40.0,44.0,31.0,25.0,173.0,60.0,49.0,423.0
21660,,PM2.5,Weighted Annual Mean,2,11.3,11.6,11.9,10.6,10.3,11.0,9.7,8.9,9.6,9.8,7.3,8.4,7.0,8.8,8.6,8.1,6.0,11.1,8.3,8.2,14.5
21660,,PM2.5,98th Percentile,2,46.0,47.0,51.0,42.0,37.0,47.0,35.0,40.0,34.0,39.0,25.0,32.0,32.0,40.0,36.0,28.0,21.0,64.0,33.0,31.0,206.0
21780,"Evansville, IN-KY",O3,4th Max,4,0.078,0.076,0.09,0.077,0.068,0.073,0.073,0.084,0.072,0.068,0.071,0.075,0.077,0.066,0.067,0.068,0.07000000000000002,0.068,0.068,0.063,0.065
21780,,PM2.5,Weighted Annual Mean,1,15.7,16.2,15.2,15.1,13.7,16.7,14.2,14.2,12.5,12.5,13.4,12.3,11.0,10.6,11.2,10.0,8.9,8.7,9.3,8.7,9.1
21780,,PM2.5,98th Percentile,1,34.0,38.0,46.0,36.0,28.0,37.0,30.0,32.0,27.0,26.0,29.0,28.0,21.0,24.0,26.0,21.0,19.0,18.0,21.0,21.0,19.0
21780,,SO2,99th Percentile,1,203.0,203.0,235.0,266.0,226.0,246.0,265.0,136.0,90.0,65.0,74.0,68.0,76.0,64.0,77.0,59.0,71.0,48.0,49.0,41.0,59.0
21820,"Fairbanks, AK",PM2.5,Weighted Annual Mean,1,14.9,13.0,12.9,9.8,51.2,31.3,11.5,10.7,11.3,16.4,13.0,10.8,10.7,11.9,10.3,11.8,8.8,9.3,8.0,8.0,8.0
21820,,PM2.5,98th Percentile,1,64.0,43.0,43.0,33.0,469.0,255.0,42.0,33.0,47.0,90.0,52.0,38.0,50.0,39.0,35.0,57.0,40.0,38.0,28.0,28.0,28.0
21900,"Fairmont, WV",PM2.5,Weighted Annual Mean,1,16.0,15.9,15.3,15.0,14.1,15.9,14.6,15.3,13.7,11.7,13.3,11.2,10.3,9.3,9.5,9.5,8.6,7.7,7.4,7.6,7.6
21900,,PM2.5,98th Percentile,1,36.0,44.0,40.0,34.0,34.0,34.0,34.0,34.0,28.0,23.0,27.0,28.0,20.0,18.0,18.0,19.0,17.0,15.0,15.0,16.0,16.0
22020,"Fargo, ND-MN",NO2,Annual Mean,1,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
22020,,NO2,98th Percentile,1,40.0,40.0,33.0,39.0,42.0,38.0,38.0,36.0,39.0,42.0,44.0,40.0,34.0,36.0,34.0,31.0,27.0,34.0,32.0,39.0,34.0
22020,,O3,4th Max,1,0.062,0.062,0.062,0.065,0.05600000000000001,0.061,0.065,0.055,0.055,0.05700000000000001,0.063,0.05700000000000001,0.063,0.05899999999999998,0.05899999999999998,0.05700000000000001,0.054,0.061,0.063,0.062,0.05600000000000001
22020,,PM2.5,Weighted Annual Mean,1,8.0,8.4,7.3,7.9,7.5,7.6,8.2,7.5,8.3,7.6,9.6,7.2,7.2,6.5,5.0,7.2,5.1,7.7,7.0,6.5,6.4
22020,,PM2.5,98th Percentile,1,27.0,24.0,21.0,18.0,26.0,23.0,19.0,15.0,24.0,20.0,25.0,19.0,19.0,18.0,16.0,17.0,19.0,15.0,22.0,18.0,14.0
22020,,SO2,99th Percentile,1,6.0,8.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0
22140,"Farmington, NM",NO2,Annual Mean,2,10.0,10.0,11.0,11.0,10.0,10.0,13.0,13.0,11.0,10.0,11.0,11.0,9.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0
22140,,NO2,98th Percentile,1,44.0,42.0,41.0,55.0,40.0,39.0,59.0,44.0,35.0,35.0,40.0,36.0,37.0,38.0,32.0,32.0,34.0,30.0,25.0,24.0,24.0
22140,,O3,4th Max,2,0.08,0.074,0.076,0.074,0.069,0.074,0.067,0.071,0.066,0.05600000000000001,0.064,0.067,0.071,0.067,0.063,0.061,0.064,0.07000000000000002,0.074,0.063,0.066
22180,"Fayetteville, NC",O3,4th Max,1,0.08599999999999998,0.08100000000000002,0.09399999999999999,0.08599999999999998,0.072,0.084,0.072,0.08,0.075,0.065,0.071,0.073,0.068,0.062,0.061,0.06,0.064,0.063,0.064,0.061,0.055
22180,,PM2.5,Weighted Annual Mean,1,15.8,14.3,14.1,13.4,14.1,13.8,13.6,13.2,12.1,9.6,11.4,9.7,8.9,8.8,8.9,7.8,8.5,8.8,7.1,7.4,6.8
22180,,PM2.5,98th Percentile,1,33.0,27.0,36.0,28.0,32.0,32.0,30.0,30.0,24.0,20.0,25.0,22.0,18.0,19.0,16.0,14.0,20.0,18.0,15.0,16.0,17.0
22380,"Flagstaff, AZ",O3,4th Max,1,0.071,0.068,0.079,0.073,0.072,0.079,0.07000000000000002,0.069,0.071,0.065,0.069,0.074,0.073,0.069,0.067,0.07000000000000002,0.064,0.065,0.068,0.061,0.063
22420,"Flint, MI",O3,4th Max,2,0.073,0.091,0.08899999999999998,0.08899999999999998,0.076,0.08,0.074,0.083,0.069,0.068,0.068,0.073,0.084,0.066,0.068,0.067,0.073,0.064,0.069,0.06,0.068
22420,,PM2.5,Weighted Annual Mean,1,12.9,13.1,12.5,12.0,10.5,12.9,10.9,11.1,9.8,8.7,8.9,8.5,8.0,7.4,8.9,8.2,7.2,7.1,7.4,7.2,6.0
22420,,PM2.5,98th Percentile,1,32.0,38.0,31.0,32.0,28.0,36.0,27.0,25.0,26.0,26.0,25.0,21.0,21.0,17.0,24.0,22.0,19.0,17.0,22.0,19.0,15.0
22500,"Florence, SC",O3,4th Max,1,0.087,0.08100000000000002,0.09,0.075,0.076,0.079,0.076,0.073,0.076,0.065,0.071,0.07000000000000002,0.07000000000000002,0.05899999999999998,0.063,0.061,0.063,0.06,0.05800000000000002,0.065,0.052
22520,"Florence-Muscle Shoals, AL",PM2.5,Weighted Annual Mean,1,15.6,12.8,12.8,12.9,11.8,13.2,12.6,13.5,11.2,9.4,10.9,10.3,8.8,8.6,9.4,8.7,7.5,7.4,7.5,7.5,7.5
22520,,PM2.5,98th Percentile,1,32.0,29.0,34.0,29.0,31.0,32.0,29.0,35.0,25.0,21.0,21.0,21.0,18.0,17.0,21.0,16.0,16.0,16.0,16.0,16.0,16.0
22540,"Fond du Lac, WI",O3,4th Max,1,0.069,0.084,0.08,0.077,0.068,0.08200000000000002,0.066,0.074,0.062,0.066,0.062,0.074,0.079,0.063,0.067,0.065,0.066,0.062,0.066,0.05700000000000001,0.065
22660,"Fort Collins, CO",CO,2nd Max,1,3.8,3.0,2.9,2.5,3.1,2.4,2.7,2.4,3.0,1.8,1.7,1.3,1.7,1.4,1.4,1.4,1.3,1.2,1.6,1.3,1.1
22660,,O3,4th Max,2,0.074,0.069,0.08,0.08100000000000002,0.069,0.076,0.077,0.074,0.071,0.066,0.072,0.073,0.077,0.074,0.071,0.069,0.07000000000000002,0.067,0.073,0.065,0.07000000000000002
22660,,PM10,2nd Max,1,66.0,42.0,46.0,36.0,63.0,46.0,55.0,44.0,54.0,43.0,36.0,38.0,67.0,49.0,43.0,47.0,50.0,50.0,51.0,51.0,51.0
22660,,PM2.5,Weighted Annual Mean,1,8.3,8.6,7.7,7.3,7.7,7.0,7.3,8.0,6.7,6.8,6.5,5.7,7.3,6.8,6.5,7.1,6.8,7.4,7.7,6.0,8.1
22660,,PM2.5,98th Percentile,1,20.0,25.0,18.0,16.0,20.0,16.0,20.0,20.0,18.0,17.0,22.0,15.0,26.0,18.0,20.0,27.0,18.0,18.0,20.0,20.0,47.0
22840,"Fort Payne, AL",PM2.5,Weighted Annual Mean,1,17.2,14.7,14.4,15.0,14.1,14.2,13.7,13.9,11.5,9.7,11.6,11.2,9.2,9.0,9.6,9.0,7.7,8.0,7.0,7.5,7.1
22840,,PM2.5,98th Percentile,1,51.0,31.0,32.0,31.0,33.0,33.0,32.0,30.0,26.0,21.0,22.0,23.0,17.0,19.0,19.0,19.0,13.0,17.0,16.0,15.0,17.0
23060,"Fort Wayne, IN",O3,4th Max,2,0.08599999999999998,0.078,0.095,0.087,0.071,0.08100000000000002,0.072,0.079,0.068,0.065,0.067,0.071,0.076,0.062,0.063,0.061,0.068,0.063,0.071,0.063,0.064
23060,,PM2.5,Weighted Annual Mean,1,15.7,14.3,14.6,14.1,12.5,15.6,11.9,13.2,11.8,11.3,14.5,11.5,12.8,9.9,12.3,10.4,8.6,8.1,9.1,9.0,8.3
23060,,PM2.5,98th Percentile,1,35.0,32.0,32.0,35.0,31.0,38.0,26.0,34.0,31.0,29.0,33.0,27.0,27.0,24.0,32.0,27.0,20.0,20.0,22.0,22.0,18.0
23420,"Fresno, CA",CO,2nd Max,1,3.3,2.8,2.5,1.8,1.7,1.8,2.1,1.7,1.4,1.4,1.4,1.4,1.3,1.4,1.1,1.0,1.3,1.2,1.3,1.0,2.2
23420,,NO2,Annual Mean,4,16.0,16.0,16.0,16.0,14.0,13.0,14.0,13.0,11.0,10.0,9.0,10.0,10.0,11.0,11.0,9.0,8.0,9.0,10.0,8.0,9.0
23420,,O3,4th Max,4,0.10600000000000002,0.10700000000000003,0.11200000000000002,0.104,0.08899999999999998,0.09299999999999999,0.09399999999999999,0.087,0.101,0.09299999999999999,0.095,0.096,0.09299999999999999,0.08899999999999998,0.09,0.09,0.08899999999999998,0.08899999999999998,0.083,0.077,0.085
23420,,PM10,2nd Max,2,111.5,120.5,86.5,81.5,66.0,89.0,98.5,83.5,82.0,66.5,61.5,73.0,69.5,85.0,82.0,80.0,75.0,95.0,110.0,97.0,141.5
23420,,PM2.5,Weighted Annual Mean,2,17.4,18.3,18.7,17.0,16.7,16.6,17.0,16.6,16.4,16.4,14.0,16.7,14.0,15.9,14.3,14.5,12.8,14.2,15.9,10.8,18.9
23420,,PM2.5,98th Percentile,2,69.0,74.0,63.0,53.0,54.0,71.0,63.0,60.0,48.0,51.0,42.0,68.0,50.0,64.0,63.0,44.0,39.0,64.0,62.0,33.0,91.0
23460,"Gadsden, AL",O3,4th Max,1,0.083,0.083,0.083,0.076,0.068,0.071,0.074,0.075,0.064,0.061,0.065,0.062,0.061,0.06,0.05899999999999998,0.06,0.064,0.061,0.064,0.063,0.053000000000000005
23460,,PM2.5,Weighted Annual Mean,1,19.5,17.2,14.8,14.3,14.3,15.4,14.4,15.8,12.4,10.2,13.2,11.4,9.6,9.2,9.3,9.1,8.2,8.9,7.8,8.3,7.9
23460,,PM2.5,98th Percentile,1,51.0,42.0,34.0,29.0,35.0,39.0,33.0,38.0,28.0,21.0,28.0,25.0,17.0,19.0,19.0,18.0,14.0,18.0,15.0,16.0,23.0
23540,"Gainesville, FL",PM2.5,Weighted Annual Mean,1,11.2,10.1,9.9,9.5,9.1,9.3,9.2,10.1,7.4,7.0,7.8,7.5,7.2,6.9,6.3,5.7,6.0,6.7,6.1,6.1,6.1
23540,,PM2.5,98th Percentile,1,27.0,24.0,24.0,19.0,20.0,25.0,20.0,38.0,15.0,17.0,16.0,16.0,16.0,17.0,14.0,12.0,15.0,17.0,14.0,14.0,14.0
23580,"Gainesville, GA",PM2.5,Weighted Annual Mean,1,18.1,15.5,14.6,14.7,14.0,14.5,13.8,13.8,11.8,10.2,11.4,10.7,9.3,8.5,8.9,7.9,8.5,7.6,7.6,9.3,8.7
23580,,PM2.5,98th Percentile,1,39.0,33.0,29.0,33.0,28.0,34.0,29.0,29.0,32.0,20.0,23.0,25.0,17.0,17.0,18.0,18.0,23.0,17.0,16.0,19.0,19.0
